u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,access,ref,tunnel,bridge,width,junction
42432073,42437078,0,110542344,True,,Suffolk Street,residential,25 mph,False,138.14600000000002,"LINESTRING (-73.9853164 40.7204937, -73.9853426 40.7204429, -73.9858846 40.7193928, -73.9859139 40.7193368)",5.282088666441895,0.00154524880228081,,,,,,
42432073,42432075,0,845781114,True,,Stanton Street,residential,25 mph,False,76.84700000000001,"LINESTRING (-73.9853164 40.7204937, -73.9852546 40.7204776, -73.9845417 40.7202593, -73.9844697 40.7202373)",8.412990664311247,0.0014902271992475679,,,,,,
42432075,1919595921,0,357946354,True,1,Clinton Street,residential,25 mph,False,140.393,"LINESTRING (-73.9844697 40.7202373, -73.9844471 40.7202817, -73.9839083 40.7213422, -73.9838696 40.7214151)",8.423690154968108,0.009191899597331217,,,,,,
42432075,3670609093,0,845781114,True,,Stanton Street,residential,25 mph,False,74.948,"LINESTRING (-73.9844697 40.7202373, -73.9844211 40.7202226, -73.9837069 40.7200037, -73.9836452 40.7199847)",8.812261992646246,0.004123798606824795,,,,,,
42432078,42437067,0,5670633,True,,Ridge Street,residential,25 mph,False,137.285,"LINESTRING (-73.9827973 40.7197245, -73.9828218 40.7196777, -73.983374 40.71862, -73.9833967 40.7185765)",8.790115497532629,0.005439967081092202,,,,,,
42432078,42427352,0,845781114,True,,Stanton Street,residential,25 mph,False,77.815,"LINESTRING (-73.9827973 40.7197245, -73.9827354 40.7197055, -73.9825007 40.7196334, -73.9820246 40.7194873, -73.9819415 40.7194618)",8.661026564827901,0.0006357464068424302,,,,,,
42432082,1773082408,0,5670077,True,1,Stanton Street,residential,25 mph,False,11.352,"LINESTRING (-73.993165 40.7228311, -73.9930344 40.7228061)",8.601879830327626,0.0005986538518061312,,,,,,
42432082,42437608,0,40709921,True,3,Bowery,primary,25 mph,False,51.681,"LINESTRING (-73.993165 40.7228311, -73.9932873 40.7224905, -73.993305 40.7224416, -73.9933264 40.7223827)",7.262620946789774,0.028603768039267553,,,,,,
42432083,1918039877,0,"[454963832, 1136699160]",False,4,Chrystie Street,secondary,25 mph,False,140.516,"LINESTRING (-73.9916699 40.7224213, -73.9916446 40.7224713, -73.9916219 40.7225172, -73.9915373 40.722682, -73.9913065 40.7231295, -73.9911548 40.7234253, -73.9911302 40.723472, -73.9911079 40.7235162, -73.9910751 40.7236015)",1.6608735257596998,0.0005379890074361461,,,,,,
42432083,42437113,0,1136699159,False,3,Chrystie Street,secondary,25 mph,True,138.824,"LINESTRING (-73.9916699 40.7224213, -73.9916969 40.7223654, -73.9917175 40.7223238, -73.9922082 40.721357, -73.9922275 40.7213122, -73.9922542 40.7212541)",1.5888229715893678,0.006819504452870117,,,,,,
42432085,42429754,0,"[1317744350, 1317744351]",False,"['2', '3']",Chrystie Street,secondary,25 mph,False,99.107,"LINESTRING (-73.9933726 40.7190796, -73.9933437 40.719141, -73.993322 40.7191862, -73.9931446 40.7195201, -73.9930239 40.7197508, -73.9929934 40.7198145, -73.9929475 40.7199105)",1.886252542714205,0.0008167416159656702,,,,,,
42432085,42452067,0,"[1317744352, 454031476]",False,4,Chrystie Street,secondary,25 mph,True,109.167,"LINESTRING (-73.9933726 40.7190796, -73.9934036 40.7190169, -73.9936048 40.7186246, -73.99378 40.7182797, -73.9938036 40.718235, -73.993839 40.7181637)",1.6542580107173983,0.003599506216383035,,,,,,
42432085,42432184,0,"[1317744353, 1317749676, 5670079]",True,1,Broome Street,residential,25 mph,False,97.768,"LINESTRING (-73.9933726 40.7190796, -73.993491 40.7191214, -73.9935258 40.7191341, -73.9942407 40.7193493, -73.9942719 40.7193587, -73.9943946 40.7194667)",5.091263662815915,0.003469476530582253,,,,,"28'8""",
42432091,42427337,0,39662324,True,,Broome Street,residential,25 mph,False,80.826,"LINESTRING (-73.9845346 40.7163967, -73.9841719 40.7162874, -73.9838472 40.7161963, -73.9837887 40.7161799, -73.9836386 40.7161377)",8.695716156625135,0.00048578902507127533,,,,,,
42432094,42432091,0,39662324,True,,Broome Street,residential,25 mph,False,150.561,"LINESTRING (-73.986194 40.7168982, -73.9861367 40.7168809, -73.9855314 40.7166976, -73.9853091 40.7166303, -73.9845346 40.7163967)",12.583766984393705,4.773241630661611e-05,,,,,,
42432094,42432095,0,190550014,True,,Broome Street,residential,25 mph,False,76.887,"LINESTRING (-73.986194 40.7168982, -73.9862371 40.7169104, -73.9862642 40.7169187, -73.9870412 40.7171547)",8.119626902995401,0.0002461276195514799,,,,,,
42432094,7476387556,0,962602326,True,1,Clinton Street,residential,25 mph,False,75.883,"LINESTRING (-73.986194 40.7168982, -73.9859172 40.7174304, -73.9858965 40.7174703, -73.9858645 40.7175333)",13.079408074747828,0.010145078329365429,,,,,,
42432095,42432097,0,190550014,True,,Broome Street,residential,25 mph,False,76.36,"LINESTRING (-73.9870412 40.7171547, -73.9878216 40.7173918, -73.9878823 40.71741)",5.015078068109181,0.0006049437145460424,,,,,,
42432095,42447428,0,968521513,True,,Suffolk Street,residential,25 mph,False,113.84299999999999,"LINESTRING (-73.9870412 40.7171547, -73.9870715 40.7170957, -73.9871206 40.717, -73.9874811 40.7162967, -73.9875301 40.7162003)",8.062553036451307,0.0010589895070981395,,,,,,
42432097,486867534,0,5671920,True,1,Norfolk Street,primary,25 mph,False,99.58599999999998,"LINESTRING (-73.9878823 40.71741, -73.987854 40.7174709, -73.9875347 40.7181017, -73.9875092 40.7181498, -73.9874583 40.7182459)",5.008226806304397,0.0008499544425829586,,,,,,
42432099,42432097,0,39956200,True,,Broome Street,residential,25 mph,False,71.62800000000001,"LINESTRING (-73.988671 40.71765, -73.9885533 40.7176142, -73.9879483 40.7174301, -73.9878823 40.71741)",8.853730166516282,0.00023848573024130734,,,,,,
42432099,42452084,0,912475761,False,,Essex Street,residential,25 mph,True,111.844,"LINESTRING (-73.988671 40.71765, -73.9886997 40.7175938, -73.9889966 40.7170132, -73.9891003 40.7168104, -73.9891494 40.7167118)",1.725426602485629,0.0019331628604179526,,,,,,
42432099,486867513,0,"[1317731496, 1156475401]",False,"['5', '4']",Essex Street,residential,25 mph,False,99.31200000000001,"LINESTRING (-73.988671 40.71765, -73.9886435 40.717706, -73.9886181 40.7177574, -73.9884095 40.7181635, -73.9883198 40.7183352, -73.9882904 40.7183922, -73.9882439 40.7184824)",1.7668467200246254,0.001808423713370367,,,,,,
42432102,42440686,0,446864091,True,,Ludlow Street,residential,25 mph,False,109.129,"LINESTRING (-73.9894779 40.7178944, -73.9895047 40.7178422, -73.9899097 40.717051, -73.9899465 40.7169795)",5.278488538466179,0.0019551479881256798,,,,,,
42432102,42432099,0,845734543,True,,Broome Street,residential,25 mph,False,73.233,"LINESTRING (-73.9894779 40.7178944, -73.9894122 40.7178745, -73.9887917 40.7176864, -73.988671 40.71765)",8.729536148137816,0.0008660611938982453,,,,,,
42432103,42432102,0,315174425,True,,Broome Street,residential,25 mph,False,68.47,"LINESTRING (-73.9902319 40.7181237, -73.9895919 40.7179291, -73.9895453 40.7179149, -73.9894779 40.7178944)",5.293516945322129,0.0004538694412603239,,,,,,
42432103,486867490,0,1156475211,True,,Orchard Street,residential,25 mph,False,99.32400000000001,"LINESTRING (-73.9902319 40.7181237, -73.9902048 40.7181772, -73.9901982 40.71819, -73.989885 40.7188171, -73.9898598 40.7188655, -73.9898116 40.7189582)",8.834184920139629,0.00023419451547482584,,,,,,
42432105,42432103,0,315174425,True,,Broome Street,residential,25 mph,False,43.342,"LINESTRING (-73.99071 40.7182673, -73.9906317 40.7182437, -73.9902319 40.7181237)",8.65864611301447,5.749052111806719e-05,,,,,,
42432105,42429762,0,"[964236440, 964236441, 524394634]",True,"['2', '3']",Allen Street,primary,25 mph,False,99.712,"LINESTRING (-73.99071 40.7182673, -73.9906797 40.7183274, -73.9905383 40.7186079, -73.9904687 40.7187461, -73.9903594 40.7189421, -73.9903292 40.7190027, -73.9902811 40.7191029)",12.186452600624685,0.00632554448461335,,,,,,
42432108,42437996,0,"[1038772917, 1038772918]",True,"['2', '3']",Allen Street,primary,25 mph,False,109.15899999999999,"LINESTRING (-73.9909824 40.7183505, -73.9910061 40.7183039, -73.9911709 40.7179831, -73.9914145 40.7175087, -73.991452 40.7174356)",5.136803199732601,0.003223936748670017,,,,,,
42432111,42429644,0,25198317,True,,Broome Street,residential,25 mph,False,77.692,"LINESTRING (-73.9926039 40.7188452, -73.9925326 40.7188238, -73.9918123 40.718603, -73.9917491 40.7185836)",8.207581872597709,6.583781559533257e-06,,,,,,
42432111,486867432,0,40709928,True,1,Forsyth Street,residential,25 mph,False,99.417,"LINESTRING (-73.9926039 40.7188452, -73.9925748 40.7189021, -73.9922508 40.7195318, -73.9922222 40.7195881, -73.9921764 40.7196785)",11.836189229538425,0.00028627693031184787,,,,,,
42432127,42439527,0,5670814,True,,Sullivan Street,residential,25 mph,False,157.717,"LINESTRING (-74.00438 40.724055, -74.0043318 40.7241143, -74.004272 40.724184, -74.0034281 40.72519, -74.003376 40.725252)",5.253034008785353,0.0006962348999206419,,,,,,
42432127,42430147,0,1061439211,True,,Broome Street,residential,25 mph,False,21.029,"LINESTRING (-74.00438 40.724055, -74.0044559 40.724101, -74.004575 40.724173)",8.8732117832989,0.003935984481086324,,,,,,
42432135,42436770,0,727644278,True,,Thompson Street,residential,25 mph,False,30.453,"LINESTRING (-74.0036454 40.7236874, -74.003682 40.7236467, -74.0037487 40.7235725, -74.0037808 40.7235326, -74.0038418 40.7234576)",7.5570069044225034,0.0006460335655292008,,,,,,
42432135,42432127,0,727644279,True,,Broome Street,residential,25 mph,False,74.183,"LINESTRING (-74.0036454 40.7236874, -74.0036945 40.7237118, -74.0043294 40.7240295, -74.00438 40.724055)",5.207897296407045,0.004309614084589837,,,,,,
42432142,42436770,0,5671291,True,4,Watts Street,primary,25 mph,False,73.05199999999999,"LINESTRING (-74.0029951 40.7233168, -74.0030225 40.7233216, -74.0030972 40.723333, -74.0037013 40.7234347, -74.0037453 40.7234422, -74.0038418 40.7234576)",5.757673667616636,0.008439114716515298,,,,,,
42432142,42442276,0,46332295,False,2,West Broadway,residential,25 mph,False,163.943,"LINESTRING (-74.0029951 40.7233168, -74.0029197 40.7234, -74.0028883 40.723435, -74.002015 40.7244659, -74.0019806 40.7245065, -74.0019395 40.7245552)",2.0055293636230793,0.003923463539370426,,,,,,
42432142,42452026,0,46332295,False,2,West Broadway,residential,25 mph,True,122.50300000000001,"LINESTRING (-74.0029951 40.7233168, -74.0030572 40.7232461, -74.0030916 40.7232077, -74.0033212 40.7229325, -74.003676 40.7225078, -74.0037212 40.7224471, -74.003768 40.722384)",1.9628828118009722,0.00015936278399905946,,,,,,
42432142,42432135,0,348488662,True,1,Broome Street,residential,25 mph,False,69.077,"LINESTRING (-74.0029951 40.7233168, -74.0030563 40.7233817, -74.003076 40.7233966, -74.0035716 40.7236497, -74.0036454 40.7236874)",7.254553317409631,0.003380125209417159,,,,,,
42432148,42432142,0,968737543,True,2,Broome Street,primary,25 mph,False,80.82300000000001,"LINESTRING (-74.0021789 40.7229396, -74.00223 40.7229649, -74.0028353 40.7232627, -74.0028784 40.723283, -74.0029023 40.7232928, -74.0029318 40.7233034, -74.0029612 40.723311, -74.0029951 40.7233168)",5.37201630181046,0.011950386503247803,,,,,,
42432148,42433574,0,"[1316839636, 1316839637]",True,1,Wooster Street,residential,25 mph,False,124.451,"LINESTRING (-74.0021789 40.7229396, -74.0022357 40.7228711, -74.0029273 40.7220459, -74.002971 40.721995)",5.323418542740577,0.0008818152426299856,,,,,,
42432152,42432148,0,968737543,True,2,Broome Street,primary,25 mph,False,76.315,"LINESTRING (-74.0014195 40.7225657, -74.0014771 40.7225945, -74.0020653 40.7228839, -74.0021116 40.7229067, -74.0021789 40.7229396)",5.276967630135545,0.006915321988066896,,,,,,
42432152,42442273,0,"[1316839635, 5672871]",True,1,Greene Street,residential,25 mph,False,162.951,"LINESTRING (-74.0014195 40.7225657, -74.0013671 40.7226305, -74.0004053 40.7237491, -74.000367 40.723795)",5.316241373024063,0.007849395996825676,,,,,,
42432156,42432152,0,968737543,True,2,Broome Street,primary,25 mph,False,75.78099999999999,"LINESTRING (-74.0006646 40.7221954, -74.000718 40.7222213, -74.0013158 40.7225152, -74.0013565 40.7225352, -74.0014195 40.7225657)",5.310680311282739,0.006973223995532434,,,,,,
42432156,42449570,0,"[1316839632, 1316839633]",True,1,Mercer Street,residential,25 mph,False,123.91,"LINESTRING (-74.0006646 40.7221954, -74.0007224 40.7221269, -74.0012081 40.7215333, -74.0012461 40.7214885, -74.001399 40.7213053, -74.001447 40.721252)",8.756801468374636,0.0009316638744378803,,,,,,
42432161,42442255,0,5673210,True,,Crosby Street,residential,25 mph,False,164.47899999999998,"LINESTRING (-73.9990287 40.7214242, -73.9989747 40.7214876, -73.9980147 40.7226221, -73.9979746 40.7226691)",6.739119646213565,0.000862534168062781,,,,,,
42432161,42428438,0,46348767,True,2,Broome Street,primary,25 mph,False,81.46100000000001,"LINESTRING (-73.9990287 40.7214242, -73.9990956 40.721451, -73.999123 40.721462, -73.999721 40.7217206, -73.9997607 40.7217413, -73.9998623 40.7217942)",5.260313541015988,0.007008611821414925,,,,,13.5,
42432165,42432161,0,46348767,True,2,Broome Street,primary,25 mph,False,77.786,"LINESTRING (-73.9982238 40.7210819, -73.9983046 40.7211166, -73.9989227 40.7213818, -73.998968 40.7213999, -73.9990287 40.7214242)",6.720607178777351,0.007083972606766012,,,,,13.5,
42432165,42445489,0,944692441,True,2,Lafayette Street,primary,25 mph,False,133.002,"LINESTRING (-73.9982238 40.7210819, -73.9982756 40.7210092, -73.9989885 40.7201618, -73.9990245 40.7201215, -73.9990692 40.7200722)",5.157501251573604,0.005063163154336772,,,,,,
42432171,42439207,0,5670773,True,,Centre Market Place,residential,25 mph,False,137.499,"LINESTRING (-73.9973531 40.7207019, -73.9973846 40.720649, -73.9980169 40.7196555, -73.9980202 40.7196516, -73.9980848 40.7196004)",5.1749113952770065,0.001204714457866737,,,,,,
42432171,42427327,0,1316839631,True,2,Broome Street,residential,25 mph,False,28.127,"LINESTRING (-73.9973531 40.7207019, -73.9975115 40.7207642, -73.9975652 40.7207911, -73.9976413 40.7208288)",10.6266166770553,0.0020092290509361316,,,,,10.5,
42432174,42430038,0,847931436,True,1,Mulberry Street,residential,25 mph,False,77.94399999999999,"LINESTRING (-73.9968377 40.7205016, -73.9968064 40.7205812, -73.9966021 40.7210973, -73.9965747 40.7211736)",5.268742543763409,0.001210063780383858,,,,,,
42432174,42432171,0,1316839631,True,2,Broome Street,residential,25 mph,False,48.82299999999999,"LINESTRING (-73.9968377 40.7205016, -73.9969045 40.7205241, -73.9973531 40.7207019)",5.0468088255436445,0.0032139435088028687,,,,,10.5,
42432178,42432174,0,5670084,True,1,Broome Street,residential,25 mph,False,77.079,"LINESTRING (-73.9960274 40.7201804, -73.9960971 40.7202084, -73.9967261 40.7204622, -73.9967729 40.7204798, -73.9968377 40.7205016)",5.376354959433707,0.003244217147223937,,,,,10.5,
42432178,42432282,0,5670092,True,,Mott Street,residential,25 mph,False,129.84,"LINESTRING (-73.9960274 40.7201804, -73.9960519 40.7201146, -73.9964472 40.7191232, -73.9964715 40.7190623)",5.274255688386309,0.0012208212091820239,,,,,,
42432181,42432178,0,5670084,True,1,Broome Street,residential,25 mph,False,73.465,"LINESTRING (-73.9952571 40.7198711, -73.9953306 40.7199006, -73.9959686 40.7201568, -73.9960274 40.7201804)",5.29261479139595,0.0012877171325279958,,,,,10.5,
42432181,42430030,0,188559800,True,,Elizabeth Street,residential,25 mph,False,88.04499999999999,"LINESTRING (-73.9952571 40.7198711, -73.9952319 40.7199399, -73.9949955 40.7205556, -73.9949663 40.7206316)",7.013517252900028,0.000994915204420539,,,,,,
42432184,42432181,0,5670084,True,1,Broome Street,residential,25 mph,False,86.225,"LINESTRING (-73.9943946 40.7194667, -73.9945147 40.7195685, -73.9951957 40.7198465, -73.9952571 40.7198711)",7.059782683366612,0.0015856332480968756,,,,,10.5,
42432184,1773076513,0,165777195,False,4,Bowery,primary,25 mph,True,41.449,"LINESTRING (-73.9943946 40.7194667, -73.9943651 40.7195325, -73.9943405 40.7195911, -73.9942459 40.719822)",1.8396091141755901,0.00508902801046351,,,,,,
42432184,42437589,0,997125811,False,4,Bowery,primary,25 mph,False,115.37500000000001,"LINESTRING (-73.9943946 40.7194667, -73.9944193 40.7194061, -73.9944438 40.7193536, -73.9947564 40.7185868, -73.99478 40.718536, -73.994808 40.7184777)",1.718269509166542,0.010551039003027363,,,,,,
42432191,42430237,0,5670087,False,2,Greenwich Avenue,secondary,25 mph,False,47.879999999999995,"LINESTRING (-73.9996733 40.7340784, -73.9996527 40.7340155, -73.9996372 40.7339663, -73.9995896 40.7338159, -73.9995234 40.7336634)",1.5535736500874537,0.0038825500396790407,,,,,,
42432191,42432194,0,492148705,False,2,Greenwich Avenue,secondary,25 mph,True,73.378,"LINESTRING (-73.9996733 40.7340784, -73.9996896 40.7341259, -73.9997044 40.7341765, -73.9997166 40.7342164, -73.9997291 40.7342512, -73.9997417 40.7342873, -73.9997543 40.7343254, -73.9997705 40.7343588, -73.9997909 40.7343981, -73.999914 40.734601, -73.9999414 40.7346449, -73.9999737 40.7346949)",1.8414314653142874,0.025545719072392205,,,,,,
42432191,42436856,0,492148706,True,1,Christopher Street,residential,25 mph,False,59.931000000000004,"LINESTRING (-73.9996733 40.7340784, -73.9997767 40.7340646, -74.0003114 40.733989, -74.0003725 40.7339795)",14.265931604060722,0.006213443846809511,,,,,,
42432194,42430241,0,"[195743556, 727649620]",True,1,West 10th Street,residential,25 mph,False,108.81099999999998,"LINESTRING (-73.9999737 40.7346949, -73.9998571 40.7347031, -73.9994426 40.7347629, -73.9992532 40.7347911, -73.9989733 40.7348315, -73.9989418 40.7348361, -73.998913 40.7348376, -73.9988894 40.7348367, -73.9988635 40.7348352, -73.9988383 40.7348296, -73.9988038 40.73482, -73.9987695 40.7348094, -73.9987127 40.7347874)",8.759928887638667,0.005825294653616671,,,,,,
42432194,42432199,0,420522443,False,2,Greenwich Avenue,secondary,25 mph,False,76.703,"LINESTRING (-73.9999737 40.7346949, -74.0000037 40.7347436, -74.0000276 40.7347784, -74.0000427 40.7348036, -74.0003292 40.7352788, -74.0003548 40.7353213)",1.6694954023152084,0.025461893425036006,,,,,,
42432194,42432191,0,492148705,False,2,Greenwich Avenue,secondary,25 mph,False,73.378,"LINESTRING (-73.9999737 40.7346949, -73.9999414 40.7346449, -73.999914 40.734601, -73.9997909 40.7343981, -73.9997705 40.7343588, -73.9997543 40.7343254, -73.9997417 40.7342873, -73.9997291 40.7342512, -73.9997166 40.7342164, -73.9997044 40.7341765, -73.9996896 40.7341259, -73.9996733 40.7340784)",1.8414314653142885,0.003909884489903889,,,,,,
42432199,42432201,0,420522443,False,2,Greenwich Avenue,secondary,25 mph,False,74.01599999999999,"LINESTRING (-74.0003548 40.7353213, -74.0003852 40.7353713, -74.000722 40.735926)",1.6128424021687213,0.025099550304205978,,,,,,
